year,title,studio,total_gross,total_theaters,opening_gross,opening_theaters,opening_date
2016,Rogue One: A Star Wars Story,BV,"$532,177,324",4157,"$155,081,681",4157,12/16
2016,Finding Dory,BV,"$486,295,561",4305,"$135,060,273",4305,6/17
2016,Captain America: Civil War,BV,"$408,084,349",4226,"$179,139,142",4226,5/6
2016,The Secret Life of Pets,Uni.,"$368,384,330",4381,"$104,352,905",4370,7/8
2016,The Jungle Book (2016),BV,"$364,001,123",4144,"$103,261,464",4028,4/15
2016,Deadpool,Fox,"$363,070,709",3856,"$132,434,639",3558,2/12
2016,Zootopia,BV,"$341,268,248",3959,"$75,063,401",3827,3/4
2016,Batman v Superman: Dawn of Justice,WB,"$330,360,194",4256,"$166,007,347",4242,3/25
2016,Suicide Squad,WB,"$325,100,054",4255,"$133,682,248",4255,8/5
2016,Sing,Uni.,"$270,395,425",4029,"$35,258,145",4022,12/21
2016,Moana,BV,"$248,757,044",3875,"$56,631,401",3875,11/23
2016,Fantastic Beasts and Where To Find Them,WB,"$234,037,575",4144,"$74,403,387",4144,11/18
2016,Doctor Strange,BV,"$232,641,920",3882,"$85,058,311",3882,11/4
2016,Hidden Figures,Fox,"$169,607,287",3416,"$515,499",25,12/25
2016,Jason Bourne,Uni.,"$162,434,410",4039,"$59,215,365",4026,7/29
2016,Star Trek Beyond,Par.,"$158,848,340",3928,"$59,253,211",3928,7/22
2016,X-Men: Apocalypse,Fox,"$155,442,489",4153,"$65,769,562",4150,5/27
2016,Trolls,Fox,"$153,707,064",4066,"$46,581,142",4060,11/4
2016,La La Land,LG/S,"$151,101,803",3236,"$881,104",5,12/9
2016,Kung Fu Panda 3,Fox,"$143,528,619",3987,"$41,282,042",3955,1/29
2016,Ghostbusters (2016),Sony,"$128,350,574",3963,"$46,018,755",3963,7/15
2016,Central Intelligence,WB (NL),"$127,440,871",3508,"$35,535,250",3508,6/17
2016,The Legend of Tarzan,WB,"$126,643,061",3591,"$38,527,856",3561,7/1
2016,Sully,WB,"$125,070,033",3955,"$35,028,301",3525,9/9
2016,Bad Moms,STX,"$113,257,297",3215,"$23,817,340",3215,7/29
2016,The Angry Birds Movie,Sony,"$107,509,366",3932,"$38,155,177",3932,5/20
2016,Independence Day: Resurgence,Fox,"$103,144,286",4130,"$41,039,944",4130,6/24
2016,The Conjuring 2,WB (NL),"$102,470,008",3356,"$40,406,314",3343,6/10
2016,Arrival,Par.,"$100,546,139",3115,"$24,074,047",2317,11/11
2016,Passengers (2016),Sony,"$100,014,699",3478,"$14,869,736",3478,12/21
2016,Sausage Party,Sony,"$97,685,686",3135,"$34,263,534",3103,8/12
2016,The Magnificent Seven (2016),Sony,"$93,432,655",3696,"$34,703,397",3674,9/23
2016,Ride Along 2,Uni.,"$91,221,830",3192,"$35,243,095",3175,1/15
2016,Don't Breathe,SGem,"$89,217,875",3384,"$26,411,706",3051,8/26
2016,Miss Peregrine's Home for Peculiar Children,Fox,"$87,242,834",3835,"$28,871,140",3522,9/30
2016,The Accountant,WB,"$86,260,045",3402,"$24,710,273",3332,10/14
2016,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,"$82,051,601",4071,"$35,316,382",4071,6/3
2016,The Purge: Election Year,Uni.,"$79,213,375",2821,"$31,515,110",2796,7/1
2016,Alice Through the Looking Glass,BV,"$77,041,381",3763,"$26,858,726",3763,5/27
2016,Pete's Dragon (2016),BV,"$76,233,151",3702,"$21,514,095",3702,8/12
2016,The Girl on the Train (2016),Uni.,"$75,395,035",3241,"$24,536,265",3144,10/7
2016,Boo! A Madea Halloween,LGF,"$73,206,343",2299,"$28,501,448",2260,10/21
2016,Storks,WB,"$72,679,278",3922,"$21,311,407",3922,9/23
2016,10 Cloverfield Lane,Par.,"$72,082,998",3427,"$24,727,437",3391,3/11
2016,Lights Out,WB (NL),"$67,268,835",2835,"$21,688,103",2818,7/22
2016,Hacksaw Ridge,LGF,"$67,209,615",2971,"$15,190,758",2886,11/4
2016,The Divergent Series: Allegiant,LG/S,"$66,184,051",3740,"$29,027,348",3740,3/18
2016,Now You See Me 2,LG/S,"$65,075,540",3232,"$22,383,146",3232,6/10
2016,Ice Age: Collision Course,Fox,"$64,063,008",3997,"$21,373,064",3992,7/22
2016,The Boss,Uni.,"$63,285,885",3495,"$23,586,645",3480,4/8
2016,London Has Fallen,Focus,"$62,524,260",3492,"$21,635,601",3490,3/4
2016,Miracles from Heaven,TriS,"$61,705,123",3155,"$14,812,393",3047,3/16
2016,Deepwater Horizon,LG/S,"$61,433,527",3403,"$20,223,544",3259,9/30
2016,Why Him?,Fox,"$60,323,786",3008,"$11,002,986",2917,12/23
2016,My Big Fat Greek Wedding 2,Uni.,"$59,689,605",3179,"$17,861,950",3133,3/25
2016,Jack Reacher: Never Go Back,Par.,"$58,697,076",3780,"$22,872,490",3780,10/21
2016,Fences,Par.,"$57,682,904",2368,"$129,462",4,12/16
2016,Me Before You,WB (NL),"$56,245,075",2762,"$18,723,269",2704,6/3
2016,The BFG,BV,"$55,483,770",3392,"$18,775,350",3357,7/1
2016,Neighbors 2: Sorority Rising,Uni.,"$55,455,765",3416,"$21,760,405",3384,5/20
2016,The Shallows,Sony,"$55,124,043",2962,"$16,800,868",2962,6/24
2016,Office Christmas Party,Par.,"$54,767,494",3210,"$16,890,204",3210,12/9
2016,Assassin's Creed,Fox,"$54,647,948",2996,"$10,278,225",2970,12/21
2016,Barbershop: The Next Cut,WB (NL),"$54,030,051",2676,"$20,242,415",2661,4/15
2016,13 Hours: The Secret Soldiers of Benghazi,Par.,"$52,853,219",2917,"$16,194,738",2389,1/15
2016,Lion,Wein.,"$51,738,905",1802,"$123,360",4,11/25
2016,The Huntsman: Winter's War,Uni.,"$48,390,190",3802,"$19,445,035",3791,4/22
2016,Kubo and the Two Strings,Focus,"$48,023,088",3279,"$12,608,372",3260,8/19
2016,Manchester by the Sea,RAtt.,"$47,695,371",1213,"$256,498",4,11/18
2016,Warcraft,Uni.,"$47,365,290",3406,"$24,166,110",3400,6/10
2016,How to Be Single,WB (NL),"$46,843,513",3357,"$17,878,911",3343,2/12
2016,Mike and Dave Need Wedding Dates,Fox,"$46,009,673",3008,"$16,628,170",2982,7/8
2016,War Dogs,WB,"$43,034,523",3258,"$14,685,305",3258,8/19
2016,Almost Christmas,Uni.,"$42,158,780",2379,"$15,134,235",2376,11/11
2016,Money Monster,TriS,"$41,012,075",3104,"$14,788,157",3104,5/13
2016,Allied,Par.,"$40,098,064",3160,"$12,701,743",3160,11/23
2016,Nerve,LGF,"$38,583,626",2538,"$9,445,456",2538,7/27
2016,Risen,Sony,"$36,880,033",2915,"$11,801,271",2915,2/19
2016,The Nice Guys,WB,"$36,261,763",2865,"$11,203,270",2865,5/20
2016,The Boy (2016),STX,"$35,819,556",2671,"$10,778,392",2671,1/22
2016,Dirty Grandpa,LGF,"$35,593,113",2912,"$11,111,875",2912,1/22
2016,Ouija: Origin of Evil,Uni.,"$35,144,505",3168,"$14,065,500",3167,10/21
2016,The 5th Wave,Sony,"$34,916,787",2908,"$10,326,356",2908,1/22
2016,Inferno,Sony,"$34,343,574",3576,"$14,860,425",3576,10/28
2016,Mother's Day,ORF,"$32,492,859",3291,"$8,369,184",3035,4/29
2016,Patriots Day,LGF,"$31,886,361",3120,"$161,306",7,12/21
2016,Gods of Egypt,LG/S,"$31,153,464",3117,"$14,123,903",3117,2/26
2016,Collateral Beauty,WB (NL),"$31,016,021",3028,"$7,102,085",3028,12/16
2016,"Hail, Caesar!",Uni.,"$30,498,085",2248,"$11,355,225",2232,2/5
2016,When the Bough Breaks,SGem,"$29,747,603",2246,"$14,202,323",2246,9/9
2016,Zoolander 2,Par.,"$28,848,693",3418,"$13,841,146",3394,2/12
2016,Moonlight (2016),A24,"$27,854,932",1564,"$402,075",4,10/21
2016,The Finest Hours,BV,"$27,569,558",3143,"$10,288,932",3143,1/29
2016,Florence Foster Jenkins,Par.,"$27,383,770",1528,"$6,601,313",1528,8/12
2016,Hell or High Water,LGF,"$27,007,844",1505,"$621,329",32,8/12
2016,The Forest,Focus,"$26,594,261",2509,"$12,741,176",2451,1/8
2016,Ben-Hur (2016),Par.,"$26,410,477",3084,"$11,203,815",3084,8/19
2016,The Witch,A24,"$25,138,705",2204,"$8,800,230",2046,2/19
2016,Bridget Jones's Baby,Uni.,"$24,252,420",2930,"$8,571,785",2927,9/16
2016,Kevin Hart: What Now?,Uni.,"$23,591,043",2567,"$11,767,210",2567,10/14
2015,Star Wars: The Force Awakens,BV,"$936,662,225",4134,"$247,966,675",4134,12/18
2015,Jurassic World,Uni.,"$652,270,625",4291,"$208,806,270",4274,6/12
2015,Avengers: Age of Ultron,BV,"$459,005,868",4276,"$191,271,109",4276,5/1
2015,Inside Out,BV,"$356,461,711",4158,"$90,440,272",3946,6/19
2015,Furious 7,Uni.,"$353,007,020",4022,"$147,187,040",4004,4/3
2015,Minions,Uni.,"$336,045,770",4311,"$115,718,405",4301,7/10
2015,The Hunger Games: Mockingjay - Part 2,LGF,"$281,723,902",4175,"$102,665,981",4175,11/20
2015,The Martian,Fox,"$228,433,663",3854,"$54,308,575",3831,10/2
2015,Cinderella (2015),BV,"$201,151,353",3848,"$67,877,361",3845,3/13
2015,Spectre,Sony,"$200,074,609",3929,"$70,403,148",3929,11/6
2015,Mission: Impossible - Rogue Nation,Par.,"$195,042,377",3988,"$55,520,089",3956,7/31
2015,Pitch Perfect 2,Uni.,"$184,296,230",3660,"$69,216,890",3473,5/15
2015,The Revenant,Fox,"$183,637,894",3711,"$474,560",4,12/25
2015,Ant-Man,BV,"$180,202,163",3868,"$57,225,526",3856,7/17
2015,Home (2015),Fox,"$177,397,510",3801,"$52,107,731",3708,3/27
2015,Hotel Transylvania 2,Sony,"$169,700,110",3768,"$48,464,322",3754,9/25
2015,Fifty Shades of Grey,Uni.,"$166,167,230",3655,"$85,171,450",3646,2/13
2015,The SpongeBob Movie: Sponge Out of Water,Par.,"$162,994,032",3680,"$55,365,012",3641,2/6
2015,Straight Outta Compton,Uni.,"$161,197,785",3142,"$60,200,180",2757,8/14
2015,San Andreas,WB (NL),"$155,190,832",3812,"$54,588,173",3777,5/29
2015,Mad Max: Fury Road,WB,"$153,636,354",3722,"$45,428,128",3702,5/15
2015,Daddy's Home,Par.,"$150,357,137",3483,"$38,740,203",3271,12/25
2015,The Divergent Series: Insurgent,LG/S,"$130,179,072",3875,"$52,263,680",3875,3/20
2015,The Peanuts Movie,Fox,"$130,178,411",3902,"$44,213,073",3897,11/6
2015,Kingsman: The Secret Service,Fox,"$128,261,724",3282,"$36,206,331",3204,2/13
2015,The Good Dinosaur,BV,"$123,087,120",3749,"$39,155,217",3749,11/25
2015,Spy,Fox,"$110,825,712",3715,"$29,085,719",3711,6/5
2015,Trainwreck,Uni.,"$110,212,700",3171,"$30,097,040",3158,7/17
2015,Creed,WB (NL),"$109,767,581",3502,"$29,632,823",3404,11/25
2015,Tomorrowland,BV,"$93,436,322",3972,"$33,028,165",3972,5/22
2015,Get Hard,WB,"$90,411,453",3212,"$33,803,253",3175,3/27
2015,Terminator: Genisys,Par.,"$89,760,956",3783,"$27,018,486",3758,7/1
2015,Taken 3,Fox,"$89,256,424",3594,"$39,201,657",3594,1/9
2015,Sisters,Uni.,"$87,044,645",2978,"$13,922,855",2962,12/18
2015,Alvin and the Chipmunks: The Road Chip,Fox,"$85,886,987",3705,"$14,287,159",3653,12/18
2015,Maze Runner: The Scorch Trials,Fox,"$81,697,192",3792,"$30,316,510",3791,9/18
2015,Ted 2,Uni.,"$81,476,385",3448,"$33,507,870",3442,6/26
2015,Goosebumps,Sony,"$80,080,379",3618,"$23,618,556",3501,10/16
2015,Pixels,Sony,"$78,747,585",3723,"$24,011,616",3723,7/24
2015,Paddington,W/Dim.,"$76,271,832",3355,"$18,966,676",3303,1/16
2015,The Intern,WB,"$75,764,672",3320,"$17,728,313",3305,9/25
2015,Bridge of Spies,BV,"$72,313,754",2873,"$15,371,203",2811,10/16
2015,Paul Blart: Mall Cop 2,Sony,"$71,038,190",3633,"$23,762,435",3633,4/17
2015,The Big Short,Par.,"$70,259,870",2529,"$705,527",8,12/11
2015,War Room,TriS,"$67,790,117",1945,"$11,351,389",1135,8/28
2015,Magic Mike XXL,WB,"$66,013,057",3376,"$12,857,184",3355,7/1
2015,The Visit,Uni.,"$65,206,105",3148,"$25,427,560",3069,9/11
2015,The Wedding Ringer,SGem,"$64,460,211",3003,"$20,649,306",3003,1/16
2015,Black Mass,WB,"$62,575,678",3188,"$22,635,037",3188,9/18
2015,Vacation,WB (NL),"$58,884,188",3430,"$14,681,108",3411,7/29
2015,The Perfect Guy,SGem,"$57,027,435",2230,"$25,888,154",2221,9/11
2015,Joy,Fox,"$56,451,232",2924,"$17,015,168",2896,12/25
2015,Fantastic Four,Fox,"$56,117,548",4004,"$25,685,737",3995,8/7
2015,The Hateful Eight,Wein.,"$54,117,416",2938,"$4,610,676",100,12/25
2015,Focus (2015),WB,"$53,862,963",3323,"$18,685,137",3323,2/27
2015,Southpaw,Wein.,"$52,421,953",2772,"$16,701,294",2772,7/24
2015,Insidious Chapter 3,Focus,"$52,218,558",3014,"$22,692,741",3002,6/5
2015,Poltergeist (2015),Fox,"$47,425,125",3242,"$22,620,386",3240,5/22
2015,Jupiter Ascending,WB,"$47,387,723",3181,"$18,372,372",3181,2/6
2015,Sicario,LGF,"$46,889,293",2620,"$401,288",6,9/18
2015,The Man From U.N.C.L.E.,WB,"$45,445,109",3673,"$13,421,036",3638,8/14
2015,Spotlight,ORF,"$45,055,776",1227,"$295,009",5,11/6
2015,"McFarland, USA",BV,"$44,482,410",2792,"$11,020,798",2755,2/20
2015,The Gift (2015),STX,"$43,787,265",2503,"$11,854,273",2503,8/7
2015,Everest (2015),Uni.,"$43,482,270",3009,"$7,222,035",545,9/18
2015,The Night Before,Sony,"$43,047,372",2960,"$9,880,536",2960,11/20
2015,Krampus,Uni.,"$42,725,475",2919,"$16,293,325",2902,12/4
2015,Max (2015),WB,"$42,656,255",2870,"$12,155,254",2855,6/26
2015,The Age of Adaline,LGF,"$42,629,776",3070,"$13,203,458",2991,4/24
2015,Brooklyn,FoxS,"$38,322,743",962,"$187,281",5,11/4
2015,The Longest Ride,Fox,"$37,446,117",3371,"$13,019,686",3366,4/10
2015,The Boy Next Door,Uni.,"$35,423,380",2615,"$14,910,105",2602,1/23
2015,Pan,WB,"$35,088,320",3515,"$15,315,435",3515,10/9
2015,Hot Pursuit,WB (NL),"$34,580,201",3037,"$13,942,258",3003,5/8
2015,Concussion (2015),Sony,"$34,542,474",2841,"$10,513,749",2841,12/25
2015,The DUFF,LGF,"$34,030,343",2622,"$10,809,149",2575,2/20
2015,Woman in Gold,Wein.,"$33,307,793",2011,"$2,091,551",258,4/1
2015,The Second Best Exotic Marigold Hotel,FoxS,"$33,078,266",2022,"$8,540,370",1573,3/6
2015,Unfriended,Uni.,"$32,482,090",2775,"$15,845,115",2739,4/17
2015,Entourage,WB,"$32,363,404",3108,"$10,283,250",3108,6/3
2015,Paper Towns,Fox,"$32,000,304",3031,"$12,650,140",3031,7/24
2015,Chappie,Sony,"$31,569,268",3201,"$13,346,782",3201,3/6
2015,Crimson Peak,Uni.,"$31,090,320",2991,"$13,143,310",2984,10/16
2015,A Walk in the Woods,BG,"$29,504,281",2158,"$8,246,267",1960,9/2
2015,Point Break (2015),WB,"$28,782,481",2910,"$9,800,252",2910,12/25
2015,Sinister 2,Focus,"$27,740,955",2799,"$10,542,116",2766,8/21
2015,The Last Witch Hunter,LG/S,"$27,367,660",3082,"$10,812,861",3082,10/23
2015,No Escape,Wein.,"$27,288,872",3415,"$8,111,264",3355,8/26
2015,Ricki and the Flash,TriS,"$26,822,144",2064,"$6,610,961",1603,8/7
2015,The Woman in Black 2: Angel of Death,Rela.,"$26,501,323",2602,"$15,027,415",2602,1/2
2015,Run All Night,WB,"$26,461,644",3171,"$11,012,305",3171,3/13
2015,Love the Coopers,LGF,"$26,302,731",2603,"$8,317,545",2603,11/13
2015,The Lazarus Effect,Rela.,"$25,801,047",2666,"$10,203,437",2666,2/27
2015,Ex Machina,A24,"$25,442,958",2004,"$237,264",4,4/10
2015,In the Heart of the Sea,WB,"$25,020,758",3103,"$11,053,366",3103,12/11
2015,The Gallows,WB (NL),"$22,764,410",2720,"$9,808,463",2720,7/10
2015,Hitman: Agent 47,Fox,"$22,467,450",3273,"$8,326,530",3261,8/21
2015,Project Almanac,Par.,"$22,348,241",2900,"$8,310,252",2893,1/30
2015,Black or White,Rela.,"$21,571,189",1823,"$6,213,362",1823,1/30
2015,Aloha,Sony,"$21,067,116",2815,"$9,670,235",2815,5/29
2014,American Sniper,WB,"$350,126,372",3885,"$633,456",4,12/25
2014,The Hunger Games: Mockingjay - Part 1,LGF,"$337,135,885",4151,"$121,897,634",4151,11/21
2014,Guardians of the Galaxy,BV,"$333,176,600",4088,"$94,320,883",4080,8/1
2014,Captain America: The Winter Soldier,BV,"$259,766,572",3938,"$95,023,721",3938,4/4
2014,The LEGO Movie,WB,"$257,760,692",3890,"$69,050,279",3775,2/7
2014,The Hobbit: The Battle of the Five Armies,WB (NL),"$255,119,788",3875,"$54,724,334",3875,12/17
2014,Transformers: Age of Extinction,Par.,"$245,439,076",4233,"$100,038,390",4233,6/27
2014,Maleficent,BV,"$241,410,378",3948,"$69,431,298",3948,5/30
2014,X-Men: Days of Future Past,Fox,"$233,921,534",4001,"$90,823,660",3996,5/23
2014,Big Hero 6,BV,"$222,527,828",3773,"$56,215,889",3761,11/7
2014,Dawn of the Planet of the Apes,Fox,"$208,545,589",3969,"$72,611,427",3967,7/11
2014,The Amazing Spider-Man 2,Sony,"$202,853,933",4324,"$91,608,337",4324,5/2
2014,Godzilla (2014),WB,"$200,676,069",3952,"$93,188,384",3952,5/16
2014,22 Jump Street,Sony,"$191,719,337",3426,"$57,071,445",3306,6/13
2014,Teenage Mutant Ninja Turtles (2014),Par.,"$191,204,754",3980,"$65,575,105",3845,8/8
2014,Interstellar,Par.,"$188,020,017",3561,"$47,510,360",3561,11/5
2014,How to Train Your Dragon 2,Fox,"$177,002,924",4268,"$49,451,322",4253,6/13
2014,Gone Girl,Fox,"$167,767,189",3284,"$37,513,109",3014,10/3
2014,Divergent,LG/S,"$150,947,895",3936,"$54,607,747",3936,3/21
2014,Neighbors,Uni.,"$150,157,400",3311,"$49,033,915",3279,5/9
2014,Ride Along,Uni.,"$134,938,200",2867,"$41,516,170",2663,1/17
2014,Rio 2,Fox,"$131,538,435",3975,"$39,327,869",3948,4/11
2014,Into the Woods,BV,"$128,002,372",2833,"$31,051,923",2440,12/25
2014,Lucy,Uni.,"$126,663,600",3202,"$43,899,340",3173,7/25
2014,The Fault in our Stars,Fox,"$124,872,350",3340,"$48,002,523",3173,6/6
2014,Unbroken,Uni.,"$115,637,895",3301,"$30,621,445",3131,12/25
2014,Night at the Museum: Secret of the Tomb,Fox,"$113,746,621",3914,"$17,100,520",3785,12/19
2014,Mr. Peabody & Sherman,Fox,"$111,506,430",3951,"$32,207,057",3934,3/7
2014,300: Rise of An Empire,WB,"$106,580,051",3490,"$45,038,460",3470,3/7
2014,The Maze Runner,Fox,"$102,427,862",3638,"$32,512,804",3604,9/19
2014,The Equalizer,Sony,"$101,530,738",3236,"$34,137,828",3236,9/26
2014,Noah,Par.,"$101,200,044",3571,"$43,720,472",3567,3/28
2014,Edge of Tomorrow,WB,"$100,206,256",3505,"$28,760,246",3490,6/6
2014,Non-Stop,Uni.,"$92,168,600",3183,"$28,875,635",3090,2/28
2014,Heaven is for Real,TriS,"$91,443,253",3048,"$22,522,221",2417,4/16
2014,The Imitation Game,Wein.,"$91,125,683",2402,"$479,352",4,11/28
2014,Dumb and Dumber To,Uni.,"$86,208,010",3188,"$36,111,775",3154,11/14
2014,Annie (2014),Sony,"$85,911,262",3197,"$15,861,939",3116,12/19
2014,Fury (2014),Sony,"$85,817,906",3313,"$23,702,421",3173,10/17
2014,Tammy,WB (NL),"$84,525,432",3465,"$21,577,049",3465,7/2
2014,Annabelle,WB (NL),"$84,273,813",3215,"$37,134,255",3185,10/3
2014,The Other Woman (2014),Fox,"$83,911,193",3306,"$24,763,752",3205,4/25
2014,Penguins of Madagascar,Fox,"$83,350,911",3775,"$25,447,444",3764,11/26
2014,Let's Be Cops,Fox,"$82,390,774",3140,"$17,813,722",3094,8/13
2014,The Monuments Men,Sony,"$78,031,620",3083,"$22,003,433",3083,2/7
2014,Hercules (2014),Par.,"$72,688,614",3595,"$29,800,263",3595,7/25
2014,The Purge: Anarchy,Uni.,"$71,962,800",2856,"$29,816,675",2805,7/18
2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",BV,"$66,954,149",3117,"$18,360,230",3088,10/10
2014,Think Like a Man Too,SGem,"$65,182,182",2225,"$29,241,911",2225,6/20
2014,Exodus: Gods and Kings,Fox,"$65,014,513",3503,"$24,115,934",3503,12/12
2014,The Nut Job,ORF,"$64,251,541",3472,"$19,423,000",3427,1/17
2014,God's Not Dead,Free,"$60,755,732",1860,"$9,217,013",780,3/21
2014,Son of God,Fox,"$59,700,064",3271,"$25,601,865",3260,2/28
2014,The Grand Budapest Hotel,FoxS,"$59,301,324",1467,"$811,166",4,3/7
2014,Planes: Fire & Rescue,BV,"$59,165,787",3839,"$17,509,407",3826,7/18
2014,RoboCop (2014),Sony,"$58,607,007",3372,"$21,681,430",3372,2/12
2014,Dracula Untold,Uni.,"$56,280,355",2900,"$23,514,615",2885,10/10
2014,Horrible Bosses 2,WB,"$54,445,357",3400,"$15,457,418",3375,11/26
2014,The Hundred-Foot Journey,BV,"$54,240,821",2167,"$10,979,290",2023,8/8
2014,No Good Deed (2014),SGem,"$52,543,632",2175,"$24,250,283",2175,9/12
2014,Selma,Par.,"$52,076,908",2235,"$571,450",19,12/25
2014,Muppets Most Wanted,BV,"$51,183,113",3194,"$17,005,126",3194,3/21
2014,Ouija,Uni.,"$50,856,010",2899,"$19,875,995",2858,10/24
2014,The Boxtrolls,Focus,"$50,837,305",3464,"$17,275,239",3464,9/26
2014,Jack Ryan: Shadow Recruit,Par.,"$50,577,412",3387,"$15,451,981",3387,1/17
2014,If I Stay,WB (NL),"$50,474,843",3157,"$15,679,190",2907,8/22
2014,The Book of Life (2014),Fox,"$50,151,543",3113,"$17,005,218",3071,10/17
2014,About Last Night (2014),SGem,"$48,637,684",2253,"$25,649,011",2253,2/14
2014,Into The Storm,WB (NL),"$47,602,194",3434,"$17,346,427",3434,8/8
2014,The Judge,WB,"$47,119,388",3003,"$13,116,226",3003,10/10
2014,Jersey Boys,WB,"$47,047,013",2905,"$13,319,371",2905,6/20
2014,Blended,WB,"$46,294,610",3555,"$14,284,031",3555,5/23
2014,The Giver,Wein.,"$45,090,374",3003,"$12,305,016",3003,8/15
2014,St. Vincent,Wein.,"$44,137,712",2552,"$109,878",4,10/10
2014,Need for Speed,BV,"$43,577,636",3115,"$17,844,939",3115,3/14
2014,A Million Ways to Die in the West,Uni.,"$43,139,300",3160,"$16,797,385",3158,5/30
2014,John Wick,LG/S,"$43,037,835",2589,"$14,415,922",2589,10/24
2014,Birdman,FoxS,"$42,340,598",1213,"$424,397",4,10/17
2014,Dolphin Tale 2,WB,"$42,024,533",3656,"$15,873,397",3656,9/12
2014,The Expendables 3,LGF,"$39,322,544",3221,"$15,879,645",3221,8/15
2014,Earth to Echo,Rela.,"$38,934,842",3230,"$8,364,658",3230,7/2
2014,Sex Tape,Sony,"$38,543,473",3062,"$14,608,152",3062,7/18
2014,Wild (2014),FoxS,"$37,880,356",1361,"$606,810",21,12/3
2014,Million Dollar Arm,BV,"$36,457,627",3019,"$10,515,659",3019,5/16
2014,The Theory of Everything,Focus,"$35,893,537",1220,"$208,763",5,11/7
2014,This is Where I Leave You,WB,"$34,296,320",2868,"$11,558,149",2868,9/19
2014,The Gambler,Par.,"$33,680,992",2494,"$9,129,999",2478,12/25
2014,Paranormal Activity: The Marked Ones,Par.,"$32,462,372",2883,"$18,343,611",2867,1/3
2014,Nightcrawler,ORF,"$32,381,217",2766,"$10,441,000",2766,10/31
2014,Chef,ORF,"$31,424,003",1298,"$204,961",6,5/9
2014,Get On Up,Uni.,"$30,703,100",2469,"$13,585,915",2468,8/1
2014,3 Days to Kill,Rela.,"$30,697,999",2872,"$12,242,218",2872,2/21
2014,Deliver Us From Evil,SGem,"$30,577,122",3049,"$9,740,471",3049,7/2
2014,When the Game Stands Tall,TriS,"$30,127,963",2766,"$8,381,509",2673,8/22
2014,Draft Day,LG/S,"$28,842,237",2781,"$9,783,603",2781,4/11
2014,Oculus,Rela.,"$27,695,246",2648,"$12,005,402",2648,4/11
2014,The Best of Me,Rela.,"$26,766,213",2936,"$10,003,827",2936,10/17
2014,A Walk Among the Tombstones,Uni.,"$26,307,600",2714,"$12,758,780",2712,9/19
2014,That Awkward Moment,Focus,"$26,068,955",2809,"$8,742,109",2809,1/31
2014,Boyhood,IFC,"$25,352,281",775,"$387,618",5,7/11
2013,The Hunger Games: Catching Fire,LGF,"$424,668,047",4163,"$158,074,286",4163,11/22
